term_name,term_id,p_value,term_size,query_size,intersection_size,precision,recall,source,effective_domain_size,source_order,parents,evidence_codes,intersection
limbic system development,GO:0021761,0.04061736371501156,54,17,2,0.11764705882352941,0.037037037037037035,GO:BP,12651,7298,"GO:0030900,GO:0048731","IEA,IEA","ENSGALG00000040266,ENSGALG00000037632"
globus pallidus development,GO:0021759,0.04061736371501156,2,17,1,0.058823529411764705,0.5,GO:BP,12651,7297,"GO:0021536,GO:0048857",IEA,ENSGALG00000037632
DNA geometric change,GO:0032392,0.04061736371501156,48,17,2,0.11764705882352941,0.041666666666666664,GO:BP,12651,8735,GO:0071103,"IEA,IEA","ENSGALG00000004037,ENSGALG00000006091"
regulation of protein homooligomerization,GO:0032462,0.04061736371501156,2,17,1,0.058823529411764705,0.5,GO:BP,12651,8769,"GO:0032459,GO:0051260",IEA,ENSGALG00000037837
regulation of smoothened signaling pathway,GO:0008589,0.04061736371501156,56,17,2,0.11764705882352941,0.03571428571428571,GO:BP,12651,3622,"GO:0007224,GO:0009966","IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
tissue development,GO:0009888,0.04061736371501156,1086,17,6,0.35294117647058826,0.0055248618784530384,GO:BP,12651,4208,GO:0048856,"IEA,IEA,IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000010114,ENSGALG00000003947,ENSGALG00000009318"
camera-type eye development,GO:0043010,0.04102328516190817,215,17,3,0.17647058823529413,0.013953488372093023,GO:BP,12651,12089,GO:0001654,"IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000009318"
neuron differentiation,GO:0030182,0.042179896630183566,778,17,5,0.29411764705882354,0.006426735218508998,GO:BP,12651,7730,"GO:0030154,GO:0048699","IEA,IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000028483,ENSGALG00000009318"
roof of mouth development,GO:0060021,0.04265000502411246,61,17,2,0.11764705882352941,0.03278688524590164,GO:BP,12651,16838,GO:0048856,"IEA,IEA","ENSGALG00000034616,ENSGALG00000040266"
dorsal/ventral pattern formation,GO:0009953,0.04469988049414494,63,17,2,0.11764705882352941,0.031746031746031744,GO:BP,12651,4253,GO:0003002,"IEA,IEA","ENSGALG00000040266,ENSGALG00000037632"
forebrain development,GO:0030900,0.04587490783043885,229,17,3,0.17647058823529413,0.013100436681222707,GO:BP,12651,8044,"GO:0007420,GO:0048856","IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000037632"
regulation of ovulation,GO:0060278,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,17055,"GO:0030728,GO:0051239,GO:2000241",IEA,ENSGALG00000034616
hindgut morphogenesis,GO:0007442,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,3316,"GO:0009653,GO:0048546,GO:0061525",IEA,ENSGALG00000040266
embryonic skeletal system morphogenesis,GO:0048704,0.04630783773272823,70,17,2,0.11764705882352941,0.02857142857142857,GO:BP,12651,15004,"GO:0048562,GO:0048705,GO:0048706","IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
negative regulation of hh target transcription factor activity,GO:1990787,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,29119,"GO:0045879,GO:0051090",IEA,ENSGALG00000040266
regionalization,GO:0003002,0.04630783773272823,239,17,3,0.17647058823529413,0.012552301255230125,GO:BP,12651,1578,GO:0007389,"IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000009318"
replication fork reversal,GO:0071932,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,19824,GO:0031297,IBA,ENSGALG00000004037
generation of neurons,GO:0048699,0.04630783773272823,818,17,5,0.29411764705882354,0.006112469437652812,GO:BP,12651,14999,GO:0022008,"IEA,IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000028483,ENSGALG00000009318"
cerebral cortex development,GO:0021987,0.04630783773272823,70,17,2,0.11764705882352941,0.02857142857142857,GO:BP,12651,7523,"GO:0021543,GO:0048856","IEA,IEA","ENSGALG00000040266,ENSGALG00000037632"
positive regulation of nucleobase-containing compound metabolic process,GO:0045935,0.04630783773272823,1213,17,6,0.35294117647058826,0.00494641384995878,GO:BP,12651,13643,"GO:0006139,GO:0019219,GO:0031325,GO:0051173","IEA,IEA,IEA,IEA,IEA,ISS IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000010114,ENSGALG00000028483,ENSGALG00000004037"
visual system development,GO:0150063,0.04630783773272823,247,17,3,0.17647058823529413,0.012145748987854251,GO:BP,12651,23254,GO:0048880,"IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000009318"
mitotic telomere maintenance via semi-conservative replication,GO:1902990,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,26105,"GO:0032201,GO:1903047",IEA,ENSGALG00000004037
mitochondrial DNA repair,GO:0043504,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,12373,"GO:0006281,GO:0032042",IEA,ENSGALG00000004037
forebrain radial glial cell differentiation,GO:0021861,0.04630783773272823,3,17,1,0.058823529411764705,0.3333333333333333,GO:BP,12651,7397,"GO:0021872,GO:0060019",IEA,ENSGALG00000040266
eye development,GO:0001654,0.04630783773272823,246,17,3,0.17647058823529413,0.012195121951219513,GO:BP,12651,479,"GO:0007423,GO:0150063","IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000009318"
sensory system development,GO:0048880,0.04781318151666367,251,17,3,0.17647058823529413,0.01195219123505976,GO:BP,12651,15168,GO:0048731,"IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000009318"
axonogenesis,GO:0007409,0.04933787391659188,255,17,3,0.17647058823529413,0.011764705882352941,GO:BP,12651,3284,"GO:0048667,GO:0048812,GO:0061564","IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000037632,ENSGALG00000028483"
alveolar lamellar body membrane,GO:0097233,0.02572464475556933,1,14,1,0.07142857142857142,1,GO:CC,12096,3308,"GO:0097208,GO:0097232",IEA,ENSGALG00000037837
inhibin A complex,GO:0043512,0.02572464475556933,2,14,1,0.07142857142857142,0.5,GO:CC,12096,2158,GO:0043511,IEA,ENSGALG00000034616
inhibin complex,GO:0043511,0.02572464475556933,2,14,1,0.07142857142857142,0.5,GO:CC,12096,2157,"GO:0005615,GO:0032991",IEA,ENSGALG00000034616
activin A complex,GO:0043509,0.02572464475556933,1,14,1,0.07142857142857142,1,GO:CC,12096,2155,GO:0048180,IEA,ENSGALG00000034616
lamellar body,GO:0042599,0.02572464475556933,3,14,1,0.07142857142857142,0.3333333333333333,GO:CC,12096,2047,GO:0030141,IEA,ENSGALG00000037837
axoneme,GO:0005930,0.02572464475556933,72,14,2,0.14285714285714285,0.027777777777777776,GO:CC,12096,553,"GO:0005856,GO:0097014,GO:0110165","IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
lamellar body membrane,GO:0097232,0.02572464475556933,2,14,1,0.07142857142857142,0.5,GO:CC,12096,3307,"GO:0030667,GO:0042599",IEA,ENSGALG00000037837
activin complex,GO:0048180,0.02572464475556933,1,14,1,0.07142857142857142,1,GO:CC,12096,2523,"GO:0005615,GO:0032991",IEA,ENSGALG00000034616
gamma DNA polymerase complex,GO:0005760,0.02572464475556933,3,14,1,0.07142857142857142,0.3333333333333333,GO:CC,12096,404,"GO:0005759,GO:0042575,GO:0098798",ISS IEA,ENSGALG00000004037
GLI-SUFU complex,GO:1990788,0.02572464475556933,3,14,1,0.07142857142857142,0.3333333333333333,GO:CC,12096,4420,"GO:0005829,GO:0032991",IEA,ENSGALG00000040266
alveolar lamellar body,GO:0097208,0.02572464475556933,2,14,1,0.07142857142857142,0.5,GO:CC,12096,3293,GO:0042599,IEA,ENSGALG00000037837
ciliary plasm,GO:0097014,0.02572464475556933,73,14,2,0.14285714285714285,0.0273972602739726,GO:CC,12096,3234,"GO:0005929,GO:0032838","IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
plasma membrane bounded cell projection cytoplasm,GO:0032838,0.03359160336395956,92,14,2,0.14285714285714285,0.021739130434782608,GO:CC,12096,1559,"GO:0099568,GO:0120025","IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
cytoplasmic region,GO:0099568,0.04260261670110841,108,14,2,0.14285714285714285,0.018518518518518517,GO:CC,12096,3784,GO:0005737,"IEA,IEA","ENSGALG00000040266,ENSGALG00000009318"
intraciliary transport particle A,GO:0030991,0.04791624015461721,7,14,1,0.07142857142857142,0.14285714285714285,GO:CC,12096,1187,"GO:0030990,GO:0032991",IEA,ENSGALG00000009318
"site-specific endodeoxyribonuclease activity, specific for altered base",GO:0016890,0.04217531700400007,1,17,1,0.058823529411764705,1,GO:MF,12697,3851,GO:0004520,ISS IEA,ENSGALG00000004037
type II activin receptor binding,GO:0070699,0.04217531700400007,1,17,1,0.058823529411764705,1,GO:MF,12697,9911,GO:0070697,IEA,ENSGALG00000034616
N-acetyl-L-aspartate-L-glutamate ligase activity,GO:0072590,0.04217531700400007,1,17,1,0.058823529411764705,1,GO:MF,12697,10060,GO:0016879,IEA,ENSGALG00000040184
citrate-L-glutamate ligase activity,GO:0072591,0.04217531700400007,1,17,1,0.058823529411764705,1,GO:MF,12697,10061,GO:0016879,IEA,ENSGALG00000040184
DNA helicase activity,GO:0003678,0.046257476973381194,48,17,2,0.11764705882352941,0.041666666666666664,GO:MF,12697,403,"GO:0004386,GO:0008094","ISS IEA,IBA","ENSGALG00000004037,ENSGALG00000006091"
cGMP-dependent protein kinase activity,GO:0004692,0.04816999029137592,2,17,1,0.058823529411764705,0.5,GO:MF,12697,1267,GO:0004690,IEA,ENSGALG00000003805
mediator complex binding,GO:0036033,0.04816999029137592,2,17,1,0.058823529411764705,0.5,GO:MF,12697,6374,GO:0044877,IEA,ENSGALG00000040266
Cystic pattern on pulmonary HRCT,HP:0025394,0.020327288012307116,3,10,2,0.2,0.6666666666666666,HP,4025,9851,HP:0025389,"HP,HP","ENSGALG00000037632,ENSGALG00000037837"
Thyroid dysgenesis,HP:0008188,0.03378904315708751,5,10,2,0.2,0.4,HP,4025,5205,HP:0011772,"HP,HP","ENSGALG00000040266,ENSGALG00000037632"
Hedgehog signaling pathway,WP:WP790,0.033482142857143016,15,1,1,1,0.06666666666666667,WP,896,29,WP:000000,WP,ENSGALG00000040266
