term_name,term_id,p_value,term_size,query_size,intersection_size,precision,recall,source,effective_domain_size,source_order,parents,evidence_codes,intersection
anterior semicircular canal development,GO:0060873,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,17626,GO:0060872,IEA,ENSGALG00000040266
lateral semicircular canal development,GO:0060875,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,17628,GO:0060872,IEA,ENSGALG00000040266
negative regulation of canonical Wnt signaling pathway,GO:0090090,0.049689528276211564,96,26,3,0.11538461538461539,0.03125,GO:BP,12651,21113,"GO:0030178,GO:0060070,GO:0060828","IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000032181,ENSGALG00000003814"
negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment,GO:1901296,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,24605,"GO:0061317,GO:1901295,GO:1905067",IEA,ENSGALG00000003814
regulation of presynaptic membrane organization,GO:1901629,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,24907,"GO:0050807,GO:0097090",IEA,ENSGALG00000032181
positive regulation of presynaptic membrane organization,GO:1901631,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,24909,"GO:0051130,GO:0097090,GO:1901629",IEA,ENSGALG00000032181
positive regulation of dopaminergic neuron differentiation,GO:1904340,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27315,"GO:0045666,GO:0071542,GO:1904338",IEA,ENSGALG00000003814
Wnt-Frizzled-LRP5/6 complex assembly,GO:1904701,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27646,GO:0065003,IEA,ENSGALG00000003814
regulation of Wnt-Frizzled-LRP5/6 complex assembly,GO:1904711,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27656,"GO:0043254,GO:1904701",IEA,ENSGALG00000003814
negative regulation of Wnt-Frizzled-LRP5/6 complex assembly,GO:1904723,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27667,"GO:0031333,GO:1904701,GO:1904711",IEA,ENSGALG00000003814
positive regulation of midbrain dopaminergic neuron differentiation,GO:1904958,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27882,"GO:1904340,GO:1904948,GO:1904956",IEA,ENSGALG00000003814
negative regulation of canonical Wnt signaling pathway involved in heart development,GO:1905067,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,27982,"GO:0003308,GO:0061316,GO:0090090,GO:1905066",IEA,ENSGALG00000003814
negative regulation of presynapse assembly,GO:1905607,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,28485,"GO:0051964,GO:0099054,GO:1905606",IEA,ENSGALG00000003814
sagittal suture morphogenesis,GO:0060367,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,17140,GO:0060363,IEA,ENSGALG00000040266
lambdoid suture morphogenesis,GO:0060366,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,17139,GO:0060363,IEA,ENSGALG00000040266
head morphogenesis,GO:0060323,0.049689528276211564,30,26,2,0.07692307692307693,0.06666666666666667,GO:BP,12651,17098,"GO:0009653,GO:0010171,GO:0060322","IEA,IEA","ENSGALG00000010114,ENSGALG00000003814"
face morphogenesis,GO:0060325,0.049689528276211564,24,26,2,0.07692307692307693,0.08333333333333333,GO:BP,12651,17100,"GO:0009653,GO:0060323,GO:0060324","IEA,IEA","ENSGALG00000010114,ENSGALG00000003814"
proximal/distal pattern formation,GO:0009954,0.049689528276211564,29,26,2,0.07692307692307693,0.06896551724137931,GO:BP,12651,4254,GO:0003002,"IEA,IEA","ENSGALG00000040266,ENSGALG00000032181"
neural tube patterning,GO:0021532,0.049689528276211564,29,26,2,0.07692307692307693,0.06896551724137931,GO:BP,12651,7073,"GO:0003002,GO:0021915","IEA,IEA","ENSGALG00000040266,ENSGALG00000003602"
subpallium development,GO:0021544,0.049689528276211564,17,26,2,0.07692307692307693,0.11764705882352941,GO:BP,12651,7085,"GO:0021537,GO:0048856","IEA,IEA","ENSGALG00000034616,ENSGALG00000040266"
subpallium cell proliferation in forebrain,GO:0022012,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,7548,"GO:0021544,GO:0021846",IEA,ENSGALG00000040266
lateral ganglionic eminence cell proliferation,GO:0022018,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,7554,GO:0022012,IEA,ENSGALG00000040266
negative regulation of Wnt signaling pathway,GO:0030178,0.049689528276211564,117,26,3,0.11538461538461539,0.02564102564102564,GO:BP,12651,7727,"GO:0009968,GO:0016055,GO:0030111","IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000032181,ENSGALG00000003814"
negative regulation of ossification,GO:0030279,0.049689528276211564,20,26,2,0.07692307692307693,0.1,GO:BP,12651,7787,"GO:0001503,GO:0030278,GO:0051241","IEA,IEA","ENSGALG00000032181,ENSGALG00000003814"
frontal suture morphogenesis,GO:0060364,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,17137,GO:0060363,IEA,ENSGALG00000040266
regionalization,GO:0003002,0.049689528276211564,239,26,4,0.15384615384615385,0.016736401673640166,GO:BP,12651,1578,GO:0007389,"IEA,IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000032181,ENSGALG00000003814,ENSGALG00000003602"
"DNA replication, Okazaki fragment processing",GO:0033567,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,9526,"GO:0006259,GO:0006273",ISS IEA,ENSGALG00000004037
endoderm formation,GO:0001706,0.049689528276211564,32,26,2,0.07692307692307693,0.0625,GO:BP,12651,509,"GO:0001704,GO:0007492","IEA,IEA","ENSGALG00000034616,ENSGALG00000003814"
cell morphogenesis involved in differentiation,GO:0000904,0.049689528276211564,427,26,5,0.19230769230769232,0.0117096018735363,GO:BP,12651,309,"GO:0000902,GO:0048468","IEA,IEA,IEA,IEA,IEA","ENSGALG00000040266,ENSGALG00000032181,ENSGALG00000028483,ENSGALG00000003814,ENSGALG00000004621"
endodermal cell differentiation,GO:0035987,0.049689528276211564,31,26,2,0.07692307692307693,0.06451612903225806,GO:BP,12651,10799,"GO:0001706,GO:0030154","IEA,IEA","ENSGALG00000034616,ENSGALG00000003814"
mesodermal cell differentiation,GO:0048333,0.049689528276211564,18,26,2,0.07692307692307693,0.1111111111111111,GO:BP,12651,14706,"GO:0001707,GO:0030154","IEA,IEA","ENSGALG00000034616,ENSGALG00000003814"
embryonic morphogenesis,GO:0048598,0.049689528276211564,404,26,5,0.19230769230769232,0.012376237623762377,GO:BP,12651,14906,"GO:0009653,GO:0009790","IEA,IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000032181,ENSGALG00000003814,ENSGALG00000003602"
brain development,GO:0007420,0.049689528276211564,381,26,5,0.19230769230769232,0.013123359580052493,GO:BP,12651,3294,"GO:0007417,GO:0048513,GO:0060322","IEA,IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000039735,ENSGALG00000003814,ENSGALG00000003602"
forebrain development,GO:0030900,0.049689528276211564,229,26,4,0.15384615384615385,0.017467248908296942,GO:BP,12651,8044,"GO:0007420,GO:0048856","IEA,IEA,IEA,IEA","ENSGALG00000034616,ENSGALG00000040266,ENSGALG00000003814,ENSGALG00000003602"
regulation of endodermal cell fate specification,GO:0042663,0.049689528276211564,1,26,1,0.038461538461538464,1,GO:BP,12651,11860,"GO:0001714,GO:0042659,GO:1903224",IEA,ENSGALG00000003814
Rab geranylgeranyltransferase activity,GO:0004663,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,1244,GO:0004661,IEA,ENSGALG00000011388
"site-specific endodeoxyribonuclease activity, specific for altered base",GO:0016890,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,3851,GO:0004520,ISS IEA,ENSGALG00000004037
thromboxane A2 receptor binding,GO:0031870,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,5273,GO:0031862,IEA,ENSGALG00000003602
lactosylceramide 4-alpha-galactosyltransferase activity,GO:0050512,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,8892,GO:0035250,IEA,ENSGALG00000014128
type II activin receptor binding,GO:0070699,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,9911,GO:0070697,IEA,ENSGALG00000034616
N-acetyl-L-aspartate-L-glutamate ligase activity,GO:0072590,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,10060,GO:0016879,IEA,ENSGALG00000040184
citrate-L-glutamate ligase activity,GO:0072591,0.039964446044613196,1,24,1,0.041666666666666664,1,GO:MF,12697,10061,GO:0016879,IEA,ENSGALG00000040184
PDE3B signalling,REAC:R-GGA-165160,0.038418079096048996,1,8,1,0.125,1,REAC,5310,948,REAC:R-GGA-109703,REAC,ENSGALG00000006035
PKB-mediated events,REAC:R-GGA-109703,0.038418079096048996,1,8,1,0.125,1,REAC,5310,969,REAC:R-GGA-109704,REAC,ENSGALG00000006035
Hedgehog signaling pathway,WP:WP790,0.033482142857143016,15,1,1,1,0.06666666666666667,WP,896,29,WP:000000,WP,ENSGALG00000040266
